datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2021-06-30,Ciudad de Oaxaca,25.1,14.0,17.1,25.1,14.0,17.1,15.3,89.3,23.2,100.0,95.83,rain,0.0,0.0,23.4,5.8,278.3,1015.8,96.6,8.0,141.9,12.2,7.0,,2021-06-30T07:00:15,2021-06-30T20:08:51,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-01,Ciudad de Oaxaca,26.9,11.1,16.1,27.6,11.1,16.1,13.0,83.5,13.5,100.0,62.5,rain,0.0,0.0,11.5,9.0,201.3,1012.1,80.3,11.9,175.8,15.5,9.0,10.0,2022-06-01T06:55:57,2022-06-01T20:01:33,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-02,Ciudad de Oaxaca,30.2,13.4,17.6,30.5,13.4,17.6,12.6,75.6,15.8,100.0,75.0,rain,0.0,0.0,13.7,13.7,265.4,1011.3,78.2,14.5,248.6,21.5,10.0,10.0,2022-06-02T06:55:54,2022-06-02T20:01:54,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-03,Ciudad de Oaxaca,30.7,11.9,16.8,30.2,11.9,16.8,12.5,78.4,6.9,100.0,70.83,rain,0.0,0.0,16.6,13.0,211.7,1012.9,72.7,14.5,189.2,16.1,9.0,10.0,2022-06-03T06:55:53,2022-06-03T20:02:15,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-04,Ciudad de Oaxaca,31.2,11.8,17.3,30.3,11.8,17.2,12.7,77.5,4.9,100.0,45.83,rain,0.0,0.0,13.3,14.4,211.2,1012.5,51.0,16.4,255.3,21.9,9.0,30.0,2022-06-04T06:55:53,2022-06-04T20:02:35,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"76773099999,remote"
2022-06-05,Ciudad de Oaxaca,28.7,11.4,17.1,29.2,11.4,17.1,13.0,78.7,16.1,100.0,58.33,rain,0.0,0.0,12.6,9.7,219.1,1012.3,75.2,11.0,273.5,23.5,10.0,30.0,2022-06-05T06:55:53,2022-06-05T20:02:56,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-06,Ciudad de Oaxaca,31.7,13.3,18.3,31.5,13.3,18.3,13.6,77.0,15.7,100.0,79.17,rain,0.0,0.0,13.7,13.7,226.8,1011.6,89.1,8.6,268.4,23.1,10.0,30.0,2022-06-06T06:55:55,2022-06-06T20:03:16,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-07,Ciudad de Oaxaca,22.7,13.6,16.3,22.7,13.6,16.3,13.6,85.5,14.6,100.0,50.0,rain,0.0,0.0,12.6,12.6,215.3,1013.2,97.1,9.6,179.8,15.7,9.0,10.0,2022-06-07T06:55:57,2022-06-07T20:03:35,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-08,Ciudad de Oaxaca,26.2,11.6,17.1,26.2,11.6,17.1,12.6,77.2,7.8,100.0,41.67,rain,0.0,0.0,15.5,13.0,180.5,1012.9,78.1,16.5,231.7,20.3,10.0,10.0,2022-06-08T06:56:01,2022-06-08T20:03:55,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-09,Ciudad de Oaxaca,27.1,13.6,16.9,27.8,13.6,16.9,13.1,79.8,17.1,100.0,83.33,rain,0.0,0.0,9.7,14.4,85.5,1013.8,87.7,12.8,152.8,13.3,9.0,10.0,2022-06-09T06:56:05,2022-06-09T20:04:14,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-10,Ciudad de Oaxaca,28.1,11.8,15.8,28.4,11.8,15.8,12.4,81.4,7.5,100.0,50.0,rain,0.0,0.0,10.4,8.6,86.4,1014.9,90.2,19.5,170.9,14.7,9.0,10.0,2022-06-10T06:56:10,2022-06-10T20:04:32,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-11,Ciudad de Oaxaca,31.4,11.6,17.0,32.0,11.6,17.0,12.3,77.3,10.3,100.0,41.67,rain,0.0,0.0,12.6,11.2,136.7,1014.0,66.4,17.8,223.4,19.4,9.0,10.0,2022-06-11T06:56:15,2022-06-11T20:04:51,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-12,Ciudad de Oaxaca,31.2,11.5,17.3,30.6,11.5,17.3,11.4,72.2,3.2,100.0,41.67,rain,0.0,0.0,12.2,11.2,115.6,1013.8,79.9,20.6,238.9,20.6,10.0,10.0,2022-06-12T06:56:22,2022-06-12T20:05:09,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-13,Ciudad de Oaxaca,27.9,12.9,15.1,28.3,12.9,15.1,12.1,83.5,32.0,100.0,66.67,rain,0.0,0.0,7.9,7.2,109.2,1015.2,99.5,13.8,113.5,9.8,8.0,10.0,2022-06-13T06:56:29,2022-06-13T20:05:26,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-14,Ciudad de Oaxaca,28.4,11.4,17.0,28.7,11.4,17.0,12.9,78.8,23.1,100.0,75.0,rain,0.0,0.0,7.9,14.4,112.4,1013.1,85.6,13.3,268.4,23.1,9.0,10.0,2022-06-14T06:56:37,2022-06-14T20:05:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-15,Ciudad de Oaxaca,26.1,13.3,17.0,26.1,13.3,17.0,13.8,82.6,21.3,100.0,75.0,rain,0.0,0.0,13.3,14.4,92.1,1012.1,90.3,9.4,171.3,14.8,8.0,10.0,2022-06-15T06:56:46,2022-06-15T20:06:00,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-16,Ciudad de Oaxaca,24.7,12.8,17.3,24.7,12.8,17.3,11.6,71.7,6.2,100.0,79.17,rain,0.0,0.0,19.4,18.0,107.1,1014.1,85.8,15.5,262.5,22.6,10.0,10.0,2022-06-16T06:56:55,2022-06-16T20:06:15,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-17,Ciudad de Oaxaca,28.4,9.6,15.5,28.0,8.8,15.4,9.4,69.6,3.6,100.0,37.5,rain,0.0,0.0,10.8,12.2,102.1,1015.9,63.1,22.2,257.6,22.2,10.0,10.0,2022-06-17T06:57:06,2022-06-17T20:06:31,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"76773099999,remote"
2022-06-18,Ciudad de Oaxaca,29.4,11.4,16.9,29.6,11.4,16.9,11.3,72.2,4.0,100.0,45.83,rain,0.0,0.0,9.0,14.4,62.7,1013.9,84.8,21.8,174.9,15.2,9.0,10.0,2022-06-18T06:57:17,2022-06-18T20:06:46,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-19,Ciudad de Oaxaca,19.9,11.2,15.4,19.9,11.2,15.4,11.8,80.0,5.8,100.0,41.67,rain,0.0,0.0,19.1,14.0,54.0,1014.7,75.7,20.3,250.3,21.5,8.0,10.0,2022-06-19T06:57:28,2022-06-19T20:07:00,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-20,Ciudad de Oaxaca,27.7,10.8,16.6,28.0,10.8,16.6,11.2,72.8,3.7,100.0,37.5,rain,0.0,0.0,12.6,8.3,72.8,1014.7,84.5,22.9,241.6,20.8,10.0,10.0,2022-06-20T06:57:40,2022-06-20T20:07:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-21,Ciudad de Oaxaca,28.4,11.8,16.7,28.7,11.8,16.7,13.1,80.9,11.4,100.0,54.17,rain,0.0,0.0,11.5,10.8,80.4,1014.4,95.5,17.2,172.8,14.9,7.0,10.0,2022-06-21T06:57:53,2022-06-21T20:07:26,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76773099999,remote"
2022-06-22,Ciudad de Oaxaca,23.9,12.9,15.9,23.9,12.9,15.9,12.7,82.0,7.8,100.0,66.67,rain,0.0,0.0,14.4,14.4,75.3,1014.6,97.9,17.4,157.2,13.5,8.0,10.0,2022-06-22T06:58:07,2022-06-22T20:07:39,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-23,Ciudad de Oaxaca,24.7,12.6,16.3,24.7,12.6,16.3,11.4,74.7,6.6,100.0,62.5,rain,0.0,0.0,16.2,14.4,92.5,1015.0,96.8,20.0,234.3,20.4,9.0,10.0,2022-06-23T06:58:20,2022-06-23T20:07:50,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-24,Ciudad de Oaxaca,28.9,10.8,16.2,28.3,10.8,16.1,10.9,74.8,3.3,100.0,50.0,rain,0.0,0.0,13.0,14.4,182.7,1015.3,84.8,20.2,306.1,26.4,10.0,10.0,2022-06-24T06:58:35,2022-06-24T20:08:01,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-25,Ciudad de Oaxaca,28.9,11.3,16.6,29.6,11.3,16.6,12.2,77.6,8.1,100.0,50.0,rain,0.0,0.0,10.4,14.4,226.0,1015.7,95.6,18.7,190.0,16.4,8.0,10.0,2022-06-25T06:58:50,2022-06-25T20:08:11,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76773099999,remote"
2022-06-26,Ciudad de Oaxaca,29.1,11.7,16.8,28.8,11.7,16.8,11.2,72.1,4.8,100.0,50.0,rain,0.0,0.0,13.0,14.4,82.1,1016.7,76.2,20.5,215.9,18.5,10.0,10.0,2022-06-26T06:59:06,2022-06-26T20:08:21,0.92,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"76773099999,remote"
2022-06-27,Ciudad de Oaxaca,27.9,11.4,16.5,28.3,11.4,16.5,12.0,76.1,8.1,100.0,54.17,rain,0.0,0.0,10.8,10.8,85.9,1017.2,77.7,19.3,245.5,21.4,8.0,10.0,2022-06-27T06:59:21,2022-06-27T20:08:29,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-28,Ciudad de Oaxaca,30.4,10.7,16.6,30.1,10.7,16.6,11.7,75.9,4.3,100.0,41.67,rain,0.0,0.0,13.7,14.4,90.8,1017.4,64.0,21.4,243.3,21.0,10.0,10.0,2022-06-28T06:59:38,2022-06-28T20:08:37,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-29,Ciudad de Oaxaca,32.1,10.8,16.8,31.5,10.8,16.7,11.0,71.9,2.4,100.0,37.5,rain,0.0,0.0,12.6,7.6,67.7,1018.2,29.1,23.2,288.8,24.8,10.0,10.0,2022-06-29T06:59:55,2022-06-29T20:08:44,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2022-06-30,Ciudad de Oaxaca,32.4,10.0,17.2,32.2,9.1,17.1,10.6,68.9,1.4,100.0,25.0,rain,0.0,0.0,12.6,10.1,100.1,1017.2,58.9,22.0,253.5,21.8,10.0,10.0,2022-06-30T07:00:12,2022-06-30T20:08:50,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2023-06-01,Ciudad de Oaxaca,21.4,12.9,16.7,21.4,12.9,16.7,13.0,79.8,11.7,100.0,62.5,rain,0.0,0.0,11.9,11.9,206.1,1015.2,26.2,17.6,264.6,23.0,10.0,30.0,2023-06-01T05:55:58,2023-06-01T19:01:29,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,remote
2023-06-02,Ciudad de Oaxaca,25.7,13.7,18.4,25.7,13.7,18.4,12.8,72.8,3.6,100.0,25.0,rain,0.0,0.0,19.8,12.6,241.3,1013.3,33.9,19.3,283.7,24.5,10.0,30.0,2023-06-02T05:55:56,2023-06-02T19:01:50,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
2023-06-03,Ciudad de Oaxaca,26.2,14.1,18.6,26.2,14.1,18.6,12.3,69.9,3.4,100.0,54.17,rain,0.0,0.0,18.0,16.9,227.8,1012.6,17.1,22.5,328.4,28.4,10.0,30.0,2023-06-03T05:55:54,2023-06-03T19:02:10,0.5,Rain,Clear conditions throughout the day with rain.,rain,remote
2023-06-04,Ciudad de Oaxaca,25.0,13.4,18.1,25.0,13.4,18.1,11.1,65.8,0.2,100.0,8.33,rain,0.0,0.0,16.2,19.8,211.3,1012.9,13.4,24.1,343.3,29.8,10.0,30.0,2023-06-04T05:55:54,2023-06-04T19:02:31,0.52,Rain,Clear conditions throughout the day with rain.,rain,remote
2023-06-05,Ciudad de Oaxaca,24.0,12.7,17.4,24.0,12.7,17.4,10.5,69.3,3.4,100.0,25.0,rain,0.0,0.0,19.4,18.4,207.2,1014.3,17.2,21.2,346.8,30.0,10.0,10.0,2023-06-05T05:55:54,2023-06-05T19:02:51,0.56,Rain,Clear conditions throughout the day with rain.,rain,remote
2023-06-06,Ciudad de Oaxaca,24.0,12.6,17.0,24.0,12.6,17.0,11.1,71.3,10.3,100.0,50.0,rain,0.0,0.0,19.4,15.1,214.6,1015.0,49.4,19.0,258.8,22.3,10.0,10.0,2023-06-06T05:55:55,2023-06-06T19:03:12,0.59,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
2023-06-07,Ciudad de Oaxaca,21.8,12.2,16.4,21.8,12.2,16.4,12.5,79.6,9.9,100.0,50.0,rain,0.0,0.0,17.6,13.7,213.2,1015.6,46.2,17.2,248.4,21.5,10.0,10.0,2023-06-07T05:55:57,2023-06-07T19:03:31,0.63,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,remote
2023-06-08,Ciudad de Oaxaca,22.2,12.7,16.9,22.2,12.7,16.9,12.7,78.1,8.7,100.0,54.17,rain,0.0,0.0,14.0,15.5,228.8,1016.3,81.7,20.5,294.9,25.6,10.0,10.0,2023-06-08T05:56:00,2023-06-08T19:03:51,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
2023-06-09,Ciudad de Oaxaca,25.2,14.2,17.8,25.2,14.2,17.8,12.6,74.1,5.0,100.0,50.0,rain,0.0,0.0,14.0,12.6,206.1,1015.5,75.5,20.5,214.3,18.6,10.0,30.0,2023-06-09T05:56:04,2023-06-09T19:04:10,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-10,Ciudad de Oaxaca,25.5,14.3,18.4,25.5,14.3,18.4,13.2,75.4,3.2,100.0,41.67,rain,0.0,0.0,19.4,15.5,224.2,1015.0,81.0,15.8,283.6,24.4,10.0,30.0,2023-06-10T05:56:09,2023-06-10T19:04:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
2023-06-11,Ciudad de Oaxaca,26.3,13.3,18.6,26.3,13.3,18.6,12.2,71.8,1.1,100.0,25.0,rain,0.0,0.0,20.5,13.3,200.1,1015.1,60.8,20.2,334.2,29.0,10.0,30.0,2023-06-11T05:56:14,2023-06-11T19:04:47,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-12,Ciudad de Oaxaca,27.8,13.5,19.5,26.6,13.5,19.3,9.9,62.2,0.1,100.0,4.17,rain,0.0,0.0,29.9,23.8,75.5,1014.7,55.0,21.2,344.2,29.7,10.0,10.0,2023-06-12T05:56:21,2023-06-12T19:05:05,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
2023-06-13,Ciudad de Oaxaca,27.0,13.3,18.6,26.3,13.3,18.6,11.5,69.1,1.1,100.0,20.83,rain,0.0,0.0,17.3,17.3,183.9,1015.1,24.9,22.8,346.7,29.9,10.0,30.0,2023-06-13T05:56:28,2023-06-13T19:05:23,0.84,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,remote
2023-06-14,Ciudad de Oaxaca,27.0,13.1,18.5,26.4,13.1,18.4,12.3,73.3,1.4,100.0,20.83,rain,0.0,0.0,19.4,15.8,201.4,1014.4,41.3,22.1,337.5,29.2,10.0,30.0,2023-06-14T05:56:36,2023-06-14T19:05:40,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-15,Ciudad de Oaxaca,25.7,13.1,18.4,25.7,13.1,18.4,13.2,74.7,2.4,100.0,33.33,rain,0.0,0.0,16.9,15.5,212.5,1014.2,56.3,19.4,329.2,28.5,10.0,60.0,2023-06-15T05:56:44,2023-06-15T19:05:56,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
2023-06-16,Ciudad de Oaxaca,26.4,13.5,18.6,26.4,13.5,18.6,13.0,74.7,2.9,100.0,29.17,rain,0.0,0.0,16.6,15.8,189.2,1015.3,68.5,15.2,285.3,24.8,10.0,60.0,2023-06-16T05:56:54,2023-06-16T19:06:12,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-17,Ciudad de Oaxaca,26.6,13.5,19.4,26.6,13.5,19.4,10.3,60.7,1.0,100.0,20.83,rain,0.0,0.0,23.8,16.9,85.8,1015.0,37.9,24.0,339.2,29.1,10.0,10.0,2023-06-17T05:57:04,2023-06-17T19:06:28,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-18,Ciudad de Oaxaca,26.8,12.4,19.0,26.5,12.4,19.0,8.0,55.3,0.5,100.0,12.5,rain,0.0,0.0,23.4,14.4,84.6,1014.5,4.9,22.4,351.9,30.6,10.0,10.0,2023-06-18T05:57:15,2023-06-18T19:06:43,0.02,Rain,Clear conditions throughout the day with rain.,rain,remote
2023-06-19,Ciudad de Oaxaca,26.7,11.9,18.6,26.7,11.9,18.6,8.3,58.2,0.9,100.0,12.5,rain,0.0,0.0,19.1,9.4,88.7,1015.0,10.7,20.3,350.3,30.5,10.0,10.0,2023-06-19T05:57:26,2023-06-19T19:06:57,0.05,Rain,Clear conditions throughout the day with rain.,rain,remote
2023-06-20,Ciudad de Oaxaca,27.1,12.0,18.7,26.7,12.0,18.7,9.1,59.9,1.5,100.0,25.0,rain,0.0,0.0,15.1,6.1,107.4,1014.4,9.7,21.1,348.2,30.1,10.0,10.0,2023-06-20T05:57:38,2023-06-20T19:07:11,0.08,Rain,Clear conditions throughout the day with rain.,rain,remote
2023-06-21,Ciudad de Oaxaca,26.9,12.3,18.7,26.6,12.3,18.7,8.1,58.4,0.8,100.0,12.5,rain,0.0,0.0,22.3,14.4,65.2,1013.9,26.1,21.1,350.0,30.2,10.0,10.0,2023-06-21T05:57:51,2023-06-21T19:07:24,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-22,Ciudad de Oaxaca,25.9,12.1,18.4,25.9,12.1,18.4,7.9,56.3,1.2,100.0,20.83,rain,0.0,0.0,25.2,20.2,63.4,1014.1,37.4,22.9,340.6,29.4,10.0,10.0,2023-06-22T05:58:04,2023-06-22T19:07:37,0.15,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,remote
2023-06-23,Ciudad de Oaxaca,25.4,11.5,17.7,25.4,11.5,17.7,7.7,57.0,0.9,100.0,25.0,rain,0.0,0.0,21.2,16.9,66.7,1015.2,27.2,22.0,342.6,29.6,10.0,10.0,2023-06-23T05:58:18,2023-06-23T19:07:48,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-24,Ciudad de Oaxaca,22.9,12.1,16.0,22.9,12.1,16.0,11.2,76.0,3.6,100.0,45.83,rain,0.0,0.0,14.4,9.4,173.7,1016.2,97.2,16.8,144.7,12.5,8.0,10.0,2023-06-24T05:58:32,2023-06-24T19:07:59,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
2023-06-25,Ciudad de Oaxaca,18.6,14.0,15.6,18.6,14.0,15.6,13.4,87.1,25.0,100.0,75.0,rain,0.0,0.0,11.5,8.6,138.7,1015.6,94.0,12.9,93.4,8.1,6.0,10.0,2023-06-25T05:58:47,2023-06-25T19:08:10,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
2023-06-26,Ciudad de Oaxaca,21.3,12.3,16.2,21.3,12.3,16.2,12.9,81.9,8.3,100.0,58.33,rain,0.0,0.0,9.4,7.6,113.3,1015.5,79.7,17.5,206.8,17.7,9.0,10.0,2023-06-26T05:59:02,2023-06-26T19:08:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
2023-06-27,Ciudad de Oaxaca,24.1,10.2,16.5,24.1,10.2,16.5,10.3,70.9,2.9,100.0,29.17,rain,0.0,0.0,14.4,11.2,107.8,1015.0,33.5,23.4,309.9,26.8,10.0,10.0,2023-06-27T05:59:18,2023-06-27T19:08:28,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-28,Ciudad de Oaxaca,23.4,11.5,16.2,23.4,11.5,16.2,11.7,76.8,4.1,100.0,45.83,rain,0.0,0.0,11.9,9.7,103.6,1014.4,87.7,19.1,179.2,15.4,9.0,10.0,2023-06-28T05:59:35,2023-06-28T19:08:36,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2023-06-29,Ciudad de Oaxaca,20.7,13.2,15.8,20.7,13.2,15.8,13.2,85.6,5.1,100.0,50.0,rain,0.0,0.0,16.6,11.5,125.8,1015.0,95.5,18.2,169.4,14.8,8.0,10.0,2023-06-29T05:59:51,2023-06-29T19:08:43,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
2023-06-30,Ciudad de Oaxaca,20.5,11.7,15.6,20.5,11.7,15.6,12.3,81.7,7.5,100.0,41.67,rain,0.0,0.0,10.1,8.6,181.5,1016.8,80.4,19.7,229.7,20.0,9.0,10.0,2023-06-30T06:00:08,2023-06-30T19:08:50,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
2024-06-01,Ciudad de Oaxaca,34.9,13.9,23.2,32.9,13.9,22.6,9.2,50.5,0.0,0.0,0.0,rain,0.0,0.0,26.3,22.0,78.2,1010.9,47.5,15.8,339.0,29.2,10.0,10.0,2024-06-01T05:55:57,2024-06-01T19:01:45,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76773099999,remote"
2024-06-02,Ciudad de Oaxaca,35.4,13.0,21.0,33.3,13.0,20.7,8.2,52.4,0.3,100.0,4.17,rain,0.0,0.0,23.8,14.4,128.5,1014.3,85.1,20.6,291.4,25.1,9.0,10.0,2024-06-02T05:55:55,2024-06-02T19:02:06,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76773099999,remote"
2024-06-03,Ciudad de Oaxaca,37.1,12.8,21.9,35.9,12.8,21.5,10.8,57.2,0.0,0.0,0.0,rain,0.0,0.0,19.8,17.3,195.7,1011.5,44.3,18.1,341.7,29.6,10.0,10.0,2024-06-03T05:55:54,2024-06-03T19:02:27,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76773099999,remote"
2024-06-04,Ciudad de Oaxaca,37.1,12.7,22.5,38.3,12.7,22.4,11.4,55.4,0.0,0.0,0.0,rain,0.0,0.0,17.6,13.3,201.5,1009.7,26.3,16.6,347.7,30.1,10.0,10.0,2024-06-04T05:55:54,2024-06-04T19:02:47,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76773099999,remote"
2024-06-05,Ciudad de Oaxaca,37.9,13.5,22.8,37.0,13.5,22.4,10.1,49.1,0.0,0.0,0.0,rain,0.0,0.0,16.6,15.5,163.4,1009.1,31.6,16.3,343.6,29.9,10.0,10.0,2024-06-05T05:55:56,2024-06-05T19:03:07,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76773099999,remote"
2024-06-06,Ciudad de Oaxaca,36.1,14.4,23.2,35.0,14.4,22.8,7.8,40.5,0.0,0.0,0.0,rain,0.0,0.0,18.7,16.2,84.1,1008.5,54.9,14.7,334.2,28.8,10.0,10.0,2024-06-06T05:55:57,2024-06-06T19:03:27,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76773099999,remote"
2024-06-07,Ciudad de Oaxaca,35.2,12.7,21.3,34.6,12.7,21.0,8.2,48.9,0.0,0.0,0.0,rain,0.0,0.0,15.8,10.8,128.9,1011.9,74.0,16.8,331.1,28.6,10.0,10.0,2024-06-07T05:56:00,2024-06-07T19:03:47,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76773099999,remote"
2024-06-08,Ciudad de Oaxaca,31.4,12.6,19.5,30.2,12.6,19.4,11.5,63.3,0.4,100.0,16.67,rain,0.0,0.0,19.8,21.2,199.8,1013.5,68.5,17.9,226.1,19.6,10.0,10.0,2024-06-08T05:56:04,2024-06-08T19:04:06,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2024-06-09,Ciudad de Oaxaca,32.1,12.6,20.1,32.3,12.6,20.2,13.1,68.1,3.2,100.0,37.5,rain,0.0,0.0,14.0,11.2,216.7,1012.6,78.7,14.7,151.9,13.0,9.0,10.0,2024-06-09T05:56:08,2024-06-09T19:04:25,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2024-06-10,Ciudad de Oaxaca,32.4,14.0,21.0,32.3,14.0,21.0,14.3,69.8,2.1,100.0,33.33,rain,0.0,0.0,19.4,15.5,207.1,1009.6,74.9,15.0,193.6,16.7,10.0,10.0,2024-06-10T05:56:14,2024-06-10T19:04:44,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2024-06-11,Ciudad de Oaxaca,33.9,13.6,22.3,32.1,13.6,21.8,11.7,58.8,0.2,100.0,8.33,rain,0.0,0.0,16.9,18.0,128.1,1008.5,63.8,16.0,340.1,29.3,10.0,10.0,2024-06-11T05:56:20,2024-06-11T19:05:02,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
2024-06-12,Ciudad de Oaxaca,35.9,13.0,22.0,34.1,13.0,21.6,10.5,54.1,1.2,100.0,12.5,rain,0.0,0.0,16.9,14.4,116.6,1010.1,76.7,18.0,259.8,22.4,10.0,30.0,2024-06-12T05:56:27,2024-06-12T19:05:19,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76773099999,remote"
